timestamp,visibility_mean,vis_HV,vis_DA,QBER_total,QBER_HV,QBER_DA,C_HH,C_VV,C_DD,C_AA,C_HV,C_VH,C_DA,C_AD
1763540349.5246964,0.8802,0.8898,0.8706,0.0599,0.0551,0.0647,129,111,81,78,10,4,6,5
1763540626.9920294,0.8665,0.9044,0.8286,0.0668,0.0478,0.0857,133,126,71,89,7,6,10,5
1763540632.9722931,0.8812,0.9236,0.8389,0.0594,0.0382,0.0806,135,142,83,111,9,2,6,11
1763540638.9662826,0.9172,0.9444,0.89,0.0414,0.0278,0.055,121,124,89,100,2,5,8,3
1763540645.000442,0.8486,0.8733,0.8238,0.0757,0.0633,0.0881,148,133,104,103,15,4,7,13
1763540650.880216,0.878,0.9098,0.8462,0.061,0.0451,0.0769,126,128,89,91,6,6,3,12
1763540656.6974878,0.8458,0.9316,0.76,0.0771,0.0342,0.12,143,111,87,89,6,3,15,9
1763540662.579725,0.8622,0.9024,0.822,0.0689,0.0488,0.089,123,111,80,94,10,2,5,12
1763540668.368232,0.8823,0.917,0.8476,0.0589,0.0415,0.0762,143,134,80,114,7,5,9,7
1763540674.173512,0.9224,0.9237,0.9212,0.0388,0.0382,0.0394,128,124,91,104,4,6,4,4
1763540679.9933038,0.8897,0.9121,0.8673,0.0551,0.044,0.0663,143,118,75,108,6,6,5,8
1763540721.8132713,0.9126,0.9264,0.8989,0.0437,0.0368,0.0506,163,125,71,98,8,3,2,7
1763540727.6291103,0.896,0.945,0.847,0.052,0.0275,0.0765,149,134,70,99,7,1,5,9
1763540733.5004659,0.8798,0.9236,0.8359,0.0601,0.0382,0.0821,158,119,77,102,4,7,5,11
1763540739.4027226,0.876,0.9178,0.8341,0.062,0.0411,0.0829,160,120,76,112,7,5,8,9
1763540745.2378654,0.9004,0.9173,0.8836,0.0498,0.0414,0.0582,139,116,90,88,5,6,3,8
1763540751.0637112,0.9174,0.9454,0.8894,0.0413,0.0273,0.0553,163,122,82,106,3,5,6,5
1763540756.8922427,0.8931,0.951,0.8352,0.0535,0.0245,0.0824,128,111,88,79,5,1,6,9
1763540762.720027,0.8997,0.9408,0.8586,0.0502,0.0296,0.0707,157,138,81,103,4,5,3,11
1763540768.561616,0.8933,0.9315,0.8551,0.0534,0.0342,0.0725,148,134,83,109,8,2,6,9
1763540774.3764057,0.8893,0.9206,0.858,0.0554,0.0397,0.071,154,112,67,90,11,0,7,5
1763540780.209656,0.8579,0.875,0.8408,0.0711,0.0625,0.0796,152,118,81,104,14,4,3,13
1763540786.04194,0.8915,0.9298,0.8532,0.0542,0.0351,0.0734,142,133,98,104,8,2,7,9
1763540791.8931744,0.8844,0.9321,0.8367,0.0578,0.034,0.0816,126,130,96,84,3,6,9,7
1763540797.7326577,0.8962,0.9225,0.8698,0.0519,0.0387,0.0651,163,110,99,102,8,3,9,5
1763540803.5758703,0.8389,0.9033,0.7745,0.0805,0.0483,0.1127,129,127,72,109,5,8,13,10
1763540809.392859,0.9361,0.9487,0.9235,0.0319,0.0256,0.0383,146,120,82,94,5,2,5,2
1763540815.2382312,0.9055,0.9231,0.8879,0.0473,0.0385,0.0561,135,115,92,110,6,4,6,6
1763540821.0703375,0.8941,0.9209,0.8673,0.0529,0.0396,0.0663,141,126,90,93,8,3,5,8
1763540826.9005804,0.8896,0.9118,0.8674,0.0552,0.0441,0.0663,141,119,77,92,7,5,7,5
1763540832.769067,0.8702,0.9071,0.8333,0.0649,0.0464,0.0833,154,113,89,109,6,7,5,13
1763540838.5979362,0.9076,0.8755,0.9397,0.0462,0.0623,0.0302,150,106,87,106,5,12,2,4
1763540844.4392452,0.8479,0.8719,0.8238,0.0761,0.0641,0.0881,136,127,86,90,13,5,7,10
1763540850.2614262,0.8586,0.8478,0.8693,0.0707,0.0761,0.0653,136,119,85,101,12,9,8,5
1763540856.116801,0.8487,0.8526,0.8447,0.0757,0.0737,0.0776,159,105,99,103,13,8,9,8
1763540861.9502773,0.9167,0.931,0.9024,0.0416,0.0345,0.0488,161,119,96,99,2,8,4,6
1763540867.789759,0.8473,0.8628,0.8318,0.0764,0.0686,0.0841,146,112,93,103,9,10,10,8
1763540873.613514,0.8778,0.9182,0.8373,0.0611,0.0409,0.0813,165,140,100,92,7,6,6,11
1763540879.4498644,0.8969,0.8984,0.8953,0.0516,0.0508,0.0524,143,100,86,95,10,3,4,6
1763540885.2808444,0.8817,0.9364,0.827,0.0591,0.0318,0.0865,160,114,80,89,5,4,7,9
1763540891.11539,0.9221,0.9231,0.9212,0.0389,0.0385,0.0394,154,121,85,110,6,5,4,4
1763540896.97031,0.892,0.9379,0.8462,0.054,0.031,0.0769,154,127,88,92,1,8,10,5
1763540902.7974713,0.9104,0.9275,0.8932,0.0448,0.0362,0.0534,163,103,80,115,5,5,3,8
1763540908.6313965,0.8861,0.9491,0.8232,0.0569,0.0255,0.0884,153,115,81,84,5,2,7,9
1763540914.4625847,0.8871,0.9197,0.8545,0.0564,0.0401,0.0727,144,119,104,100,4,7,7,9
1763540920.289291,0.8687,0.9412,0.7963,0.0656,0.0294,0.1019,181,116,104,90,3,6,16,6
1763540926.1510272,0.8041,0.8652,0.7429,0.098,0.0674,0.1286,166,97,99,84,2,17,19,8
1763540931.9723084,0.7819,0.879,0.6848,0.1091,0.0605,0.1576,156,108,79,76,2,15,22,7
1763540937.8158147,0.7985,0.9061,0.6909,0.1007,0.0469,0.1545,150,114,90,96,2,11,25,9
1763540943.628378,0.8543,0.8958,0.8129,0.0728,0.0521,0.0936,188,103,84,71,6,10,8,8
1763540949.4558458,0.8929,0.9419,0.8439,0.0535,0.029,0.078,172,129,94,95,0,9,9,7
1763540955.2728646,0.8986,0.9293,0.868,0.0507,0.0354,0.066,168,132,79,105,4,7,6,7
1763540961.0804853,0.8649,0.8616,0.8681,0.0676,0.0692,0.0659,134,135,67,103,14,6,5,7
1763540966.9349256,0.8724,0.8762,0.8685,0.0638,0.0619,0.0657,153,135,80,119,12,7,5,9
1763540972.752479,0.9071,0.9308,0.8835,0.0464,0.0346,0.0583,124,127,86,108,6,3,6,6
1763540978.696327,0.9179,0.9203,0.9155,0.041,0.0398,0.0423,145,96,92,112,6,4,1,8
1763540984.5193048,0.8829,0.9197,0.8462,0.0585,0.0401,0.0769,153,110,82,110,10,1,2,14
1763540990.3483212,0.8948,0.9526,0.8371,0.0526,0.0237,0.0814,125,122,81,122,4,2,4,14
1763540996.1677408,0.9095,0.8959,0.9231,0.0453,0.052,0.0385,145,110,73,102,7,7,2,5
1763541001.975755,0.8851,0.9041,0.8661,0.0575,0.048,0.067,133,125,75,134,8,5,3,12
1763541007.7998645,0.9128,0.9297,0.8958,0.0436,0.0351,0.0521,163,139,94,88,7,4,2,8
1763541013.6045177,0.9101,0.9155,0.9048,0.0449,0.0423,0.0476,144,128,87,93,9,3,3,6
1763541019.6804945,0.8746,0.9031,0.8462,0.0627,0.0484,0.0769,131,144,77,103,4,10,2,13
1763541025.5389237,0.8883,0.8621,0.9144,0.0559,0.069,0.0428,128,115,75,104,11,7,2,6
1763541031.3816557,0.8864,0.9179,0.8549,0.0568,0.041,0.0725,136,121,79,100,7,4,4,10
1763541037.2155607,0.8997,0.8806,0.9188,0.0502,0.0597,0.0406,123,129,75,114,12,4,1,7
1763541043.0040202,0.9103,0.9293,0.8913,0.0448,0.0353,0.0543,147,126,83,91,5,5,3,7
1763541048.8101509,0.9035,0.8931,0.9139,0.0482,0.0534,0.0431,128,120,77,123,12,2,3,6
1763541054.6385396,0.915,0.9118,0.9182,0.0425,0.0441,0.0409,145,115,95,116,9,3,2,7
1763541060.4661596,0.8828,0.9084,0.8571,0.0586,0.0458,0.0714,140,110,76,106,8,4,4,10
1763541066.2955973,0.9045,0.887,0.922,0.0478,0.0565,0.039,162,122,102,95,12,5,2,6
1763541072.1125946,0.8671,0.8824,0.8519,0.0664,0.0588,0.0741,120,120,77,98,10,5,6,8
1763541077.9309797,0.9019,0.9078,0.896,0.0491,0.0461,0.052,145,124,76,88,8,5,3,6
1763541083.7825963,0.9262,0.9037,0.9487,0.0369,0.0481,0.0256,149,108,87,103,9,4,0,5
1763542882.9603593,0.9193,0.9538,0.8848,0.0403,0.0231,0.0576,151,103,89,91,4,2,1,10
1763542888.9077053,0.9076,0.9167,0.8986,0.0462,0.0417,0.0507,153,123,96,110,8,4,2,9
1763542894.7754793,0.8959,0.885,0.9067,0.0521,0.0575,0.0466,167,128,81,103,11,7,4,5
1763542900.6067193,0.9302,0.9512,0.9091,0.0349,0.0244,0.0455,154,126,103,86,5,2,6,3
1763542906.4152925,0.8843,0.9107,0.8579,0.0579,0.0447,0.0711,134,144,78,105,8,5,4,10
1763542912.3499377,0.9263,0.9701,0.8824,0.0369,0.0149,0.0588,137,127,81,111,2,2,1,11
1763542918.1727011,0.9121,0.9329,0.8913,0.044,0.0336,0.0543,132,156,74,100,6,4,0,10
1763542924.041312,0.8627,0.8846,0.8408,0.0686,0.0577,0.0796,133,112,90,95,8,7,4,12
1763542929.891143,0.8814,0.9103,0.8525,0.0593,0.0448,0.0737,154,123,103,98,10,3,7,9
1763542935.7327788,0.9083,0.8837,0.933,0.0458,0.0581,0.0335,128,115,76,97,10,5,3,3
1763542941.5993404,0.9169,0.9107,0.9231,0.0416,0.0447,0.0385,161,117,96,104,5,8,1,7
1763542947.469738,0.9173,0.9084,0.9263,0.0413,0.0458,0.0369,138,112,96,113,8,4,6,2
1763542953.462855,0.9018,0.9014,0.9022,0.0491,0.0493,0.0489,142,128,82,93,6,8,5,4
1763542959.322583,0.8846,0.8667,0.9024,0.0577,0.0667,0.0488,149,117,96,99,11,8,6,4
1763542965.1832163,0.9153,0.8615,0.9691,0.0423,0.0692,0.0155,120,122,92,99,9,9,1,2
1763542971.0570114,0.9048,0.924,0.8857,0.0476,0.038,0.0571,138,115,96,102,5,5,8,4
1763542976.9402604,0.9103,0.9134,0.9072,0.0449,0.0433,0.0464,154,111,92,93,5,7,3,6
1763542982.806845,0.8521,0.875,0.8291,0.074,0.0625,0.0854,146,124,88,94,12,6,5,12
1763542988.6393328,0.899,0.8905,0.9074,0.0505,0.0547,0.0463,143,116,104,102,8,7,7,3
1763542994.5059097,0.9151,0.9179,0.9122,0.0425,0.041,0.0439,146,111,96,100,5,6,4,5
1763543000.3737469,0.8789,0.9,0.8579,0.0605,0.05,0.0711,147,100,85,98,6,7,9,5
1763543006.2395692,0.9295,0.9167,0.9423,0.0353,0.0417,0.0288,164,112,92,110,5,7,3,3
1763543012.0922039,0.8718,0.912,0.8317,0.0641,0.044,0.0842,139,100,86,99,7,4,10,7
1763543017.9753008,0.8639,0.8715,0.8564,0.068,0.0643,0.0718,116,117,74,94,7,9,5,8
1763543023.8253837,0.916,0.9209,0.9111,0.042,0.0396,0.0444,144,123,79,93,8,3,2,6
1763543029.6758637,0.8613,0.8571,0.8654,0.0694,0.0714,0.0673,137,123,103,91,10,10,6,8
1763543035.5281148,0.8947,0.8712,0.9182,0.0527,0.0644,0.0409,131,116,97,114,9,8,3,6
1763543041.4633808,0.8776,0.8877,0.8674,0.0612,0.0561,0.0663,154,115,76,93,7,9,5,7
1763543047.3149197,0.891,0.882,0.9,0.0545,0.059,0.05,156,131,89,82,10,8,2,7
1763543053.1824014,0.9106,0.8844,0.9368,0.0447,0.0578,0.0316,148,129,97,87,8,9,2,4
1763543059.0495174,0.9277,0.9338,0.9216,0.0362,0.0331,0.0392,149,114,90,106,4,5,6,2
1763543064.9009151,0.9059,0.9026,0.9091,0.0471,0.0487,0.0455,139,115,109,101,8,5,6,4
1763543070.7456613,0.904,0.9203,0.8878,0.048,0.0399,0.0561,135,130,89,96,9,2,6,5
1763543076.5886605,0.8964,0.8846,0.9082,0.0518,0.0577,0.0459,137,108,99,88,7,8,6,3
1763543082.5002017,0.8636,0.8516,0.8756,0.0682,0.0742,0.0622,134,103,91,90,13,6,5,7
1763543088.3600018,0.8796,0.9217,0.8376,0.0602,0.0391,0.0812,139,131,92,89,7,4,8,8
1763543094.1945395,0.9173,0.9203,0.9143,0.0413,0.0398,0.0429,126,115,102,99,5,5,3,6
1763543100.0917943,0.9085,0.9382,0.8788,0.0457,0.0309,0.0606,126,125,99,118,5,3,2,12
1763543105.9475925,0.8737,0.9085,0.8389,0.0632,0.0458,0.0806,138,133,97,97,9,4,6,11
1763543111.7865646,0.8989,0.9101,0.8878,0.0505,0.0449,0.0561,129,126,85,100,7,5,4,7
1763543117.650414,0.8994,0.8745,0.9243,0.0503,0.0627,0.0378,133,121,78,100,8,9,0,7
1763543123.510546,0.8943,0.9502,0.8384,0.0529,0.0249,0.0808,145,129,88,94,2,5,7,9
1763543129.3755345,0.9079,0.8816,0.9343,0.046,0.0592,0.0329,144,142,81,125,11,7,1,6
1763543135.227261,0.8949,0.8983,0.8914,0.0526,0.0508,0.0543,120,104,113,96,7,5,6,6
1763543141.0627356,0.9177,0.922,0.9135,0.0411,0.039,0.0432,155,116,80,97,7,4,2,6
1763543146.994891,0.8662,0.9306,0.8018,0.0669,0.0347,0.0991,151,127,92,108,6,4,5,17
1763543152.8272705,0.9137,0.914,0.9135,0.0431,0.043,0.0432,140,127,80,97,8,4,3,5
1763543158.6827896,0.8918,0.9176,0.866,0.0541,0.0412,0.067,120,136,88,93,8,3,0,13
1763543164.5242047,0.9112,0.9597,0.8627,0.0444,0.0202,0.0686,132,111,87,103,4,1,4,10
1763543170.3751655,0.8816,0.9257,0.8376,0.0592,0.0372,0.0812,160,125,76,105,7,4,5,11
1763543176.276602,0.8773,0.8833,0.8713,0.0614,0.0584,0.0644,114,128,89,100,11,4,4,9
1763543182.1253211,0.9,0.9083,0.8916,0.05,0.0458,0.0542,118,111,79,113,9,2,1,10
1763543187.957411,0.8252,0.8587,0.7917,0.0874,0.0707,0.1042,132,131,92,80,13,7,5,15
1763543193.8521862,0.8781,0.8704,0.8857,0.061,0.0648,0.0571,125,106,70,95,15,1,3,7
1763543199.713956,0.9145,0.8909,0.9381,0.0427,0.0545,0.0309,142,118,78,110,11,4,1,5
1763543205.5598927,0.8707,0.9267,0.8146,0.0647,0.0366,0.0927,139,124,86,100,7,3,0,19
1763543211.4083045,0.8638,0.8364,0.8911,0.0681,0.0818,0.0545,131,116,82,109,16,6,3,8
1763543217.2868981,0.8885,0.9051,0.8719,0.0557,0.0474,0.064,112,129,80,110,8,4,0,13
1763543223.1138158,0.8643,0.9104,0.8182,0.0678,0.0448,0.0909,127,129,69,91,9,3,3,13
1763543228.9717617,0.8672,0.8702,0.8641,0.0664,0.0649,0.068,116,129,78,114,15,2,1,13
1763543234.7968228,0.9209,0.93,0.9118,0.0396,0.035,0.0441,118,130,69,126,9,0,1,8
1763543240.6304092,0.9012,0.9048,0.8977,0.0494,0.0476,0.0511,121,139,78,89,8,5,4,5
1763543246.4855707,0.8871,0.9094,0.8647,0.0565,0.0453,0.0676,122,131,92,101,10,2,0,14
1763543252.3392453,0.8725,0.9398,0.8051,0.0638,0.0301,0.0974,134,124,73,103,7,1,3,16
1763543258.182992,0.893,0.9194,0.8667,0.0535,0.0403,0.0667,136,126,82,114,6,5,1,13
1763543264.0069041,0.8923,0.9037,0.8809,0.0539,0.0481,0.0596,143,114,87,134,8,5,2,12
1763543269.8593187,0.9128,0.9297,0.8958,0.0436,0.0352,0.0521,130,117,81,101,5,4,5,5
1763543275.6892264,0.8496,0.871,0.8283,0.0752,0.0645,0.0859,122,110,78,103,12,4,2,15
1763543281.5818243,0.8868,0.8972,0.8763,0.0566,0.0514,0.0619,124,116,78,104,8,5,1,11
1763543287.3992095,0.8969,0.9078,0.886,0.0515,0.0461,0.057,136,133,82,100,9,4,1,10
1763543293.2285993,0.8322,0.8951,0.7692,0.0839,0.0524,0.1154,138,133,50,88,12,3,5,13
1763543299.097009,0.8815,0.9278,0.8353,0.0592,0.0361,0.0824,128,139,65,91,6,4,3,11
1763543304.9200697,0.8474,0.9041,0.7907,0.0763,0.048,0.1047,137,121,72,82,11,2,1,17
1763543310.7595532,0.8296,0.863,0.7961,0.0852,0.0685,0.1019,124,148,88,97,15,5,1,20
1763543316.5813239,0.8904,0.9083,0.8725,0.0548,0.0458,0.0637,127,102,80,111,9,2,3,10
1763543322.4229286,0.865,0.908,0.822,0.0675,0.046,0.089,115,134,81,93,7,5,8,9
1763543328.279835,0.8711,0.9033,0.8389,0.0644,0.0483,0.0806,128,128,97,97,9,4,4,13
1763543334.1243532,0.8927,0.9041,0.8813,0.0537,0.0479,0.0594,134,144,85,121,8,6,4,9
1763543339.9992921,0.899,0.8841,0.9139,0.0505,0.058,0.0431,137,123,87,113,13,3,1,8
1763543345.9185226,0.8874,0.9191,0.8557,0.0563,0.0404,0.0722,142,119,94,86,7,4,4,10
1763543351.759834,0.887,0.9104,0.8636,0.0565,0.0448,0.0682,131,125,73,91,7,5,1,11
1763543357.6023052,0.9207,0.9362,0.9052,0.0397,0.0319,0.0474,140,133,86,115,7,2,5,5
1763543363.4434934,0.8733,0.8547,0.8919,0.0634,0.0727,0.0541,148,120,107,103,17,4,6,6
1763543369.304052,0.9162,0.8996,0.9327,0.0419,0.0502,0.0337,130,116,96,105,8,5,3,4
1763543375.2075179,0.9094,0.8865,0.9324,0.0453,0.0567,0.0338,157,109,105,95,8,8,4,3
1763543381.0652692,0.927,0.9111,0.9429,0.0365,0.0444,0.0286,142,116,110,94,6,6,5,1
1763543386.9198296,0.8912,0.8859,0.8964,0.0544,0.057,0.0518,134,114,80,103,13,2,3,7
1763543392.7670703,0.9218,0.9341,0.9096,0.0391,0.033,0.0452,140,124,81,88,6,3,6,2
1763543398.6211429,0.8895,0.9206,0.8585,0.0552,0.0397,0.0708,138,128,94,103,5,6,3,12
1763543404.474136,0.8904,0.9214,0.8593,0.0548,0.0393,0.0704,143,126,92,93,6,5,6,8
1763543410.3487556,0.9305,0.9363,0.9247,0.0347,0.0318,0.0376,170,134,82,97,7,3,2,5
1763543416.2343283,0.9414,0.94,0.9429,0.0293,0.03,0.0286,172,119,90,114,2,7,4,2
1763543422.0976145,0.8851,0.8723,0.898,0.0574,0.0638,0.051,140,124,99,87,9,9,4,6
1763543427.939866,0.918,0.9071,0.9289,0.041,0.0464,0.0355,151,116,86,104,10,3,4,3
1763543433.83725,0.8994,0.874,0.9247,0.0503,0.063,0.0376,137,101,84,95,11,5,4,3
1763543439.7246947,0.908,0.9064,0.9095,0.046,0.0468,0.0452,172,113,91,99,8,6,6,3
1763543445.5720143,0.8851,0.8755,0.8947,0.0575,0.0623,0.0526,140,116,87,93,9,8,8,2
1763543451.4406593,0.9291,0.922,0.9362,0.0355,0.039,0.0319,177,94,81,101,2,9,6,0
1763543457.2991717,0.9046,0.8913,0.9179,0.0477,0.0543,0.041,163,98,92,95,8,7,5,3
1763543463.1606014,0.8623,0.8904,0.8343,0.0688,0.0548,0.0829,148,128,91,75,8,8,9,6
1763543469.0004637,0.8997,0.8811,0.9182,0.0502,0.0594,0.0409,154,115,96,115,4,13,6,3
1763543474.8711424,0.882,0.8686,0.8953,0.059,0.0657,0.0524,162,94,87,94,8,10,6,4
1763543480.75713,0.8846,0.8851,0.8841,0.0577,0.0574,0.058,145,134,98,97,6,11,5,7
1763543486.6211898,0.8782,0.8626,0.8938,0.0609,0.0687,0.0531,140,104,111,103,5,13,10,2
1763543492.4652767,0.9193,0.9296,0.9091,0.0403,0.0352,0.0455,147,127,81,129,4,6,4,6
1763543498.3259885,0.8684,0.8437,0.893,0.0658,0.0781,0.0535,142,94,108,122,5,15,8,5
1763543504.2518208,0.9026,0.8982,0.907,0.0487,0.0509,0.0465,145,116,109,96,9,5,5,5
1763543510.1067443,0.9184,0.9098,0.9271,0.0408,0.0451,0.0365,154,100,100,85,8,4,5,2
1763543515.9814425,0.9221,0.9179,0.9263,0.039,0.041,0.0369,166,91,108,101,7,4,3,5
1763543521.8471894,0.878,0.9149,0.8411,0.061,0.0426,0.0794,118,107,108,89,3,7,10,7
1763543527.8501458,0.9122,0.9234,0.9011,0.0439,0.0383,0.0495,159,92,87,86,7,3,6,3
1763543533.875662,0.889,0.9209,0.8571,0.0555,0.0396,0.0714,175,92,84,85,8,3,12,1
1763543539.8695972,0.9075,0.9011,0.9139,0.0463,0.0495,0.0431,158,111,99,101,8,6,7,2
1763543545.996295,0.8829,0.8671,0.8986,0.0586,0.0664,0.0507,157,110,101,105,9,10,8,3
1763543551.9673128,0.8674,0.8919,0.8429,0.0663,0.0541,0.0785,144,136,78,98,8,8,14,1
1763543557.8376403,0.8584,0.8935,0.8233,0.0708,0.0532,0.0884,141,108,95,101,7,7,14,5
1763543563.7128394,0.9295,0.9111,0.9479,0.0352,0.0444,0.026,145,113,93,94,5,7,4,1
1763543569.6123369,0.9205,0.899,0.942,0.0397,0.0505,0.029,178,104,106,95,9,6,5,1
1763543575.518945,0.905,0.9291,0.881,0.0475,0.0355,0.0595,157,115,69,89,6,4,7,3
1763543581.416213,0.9387,0.9522,0.9251,0.0307,0.0239,0.0374,161,125,81,99,6,1,5,2
1763543587.3449,0.8963,0.9077,0.8848,0.0519,0.0462,0.0576,156,92,95,85,7,5,7,4
1763543593.250592,0.8945,0.8824,0.9067,0.0527,0.0588,0.0466,142,98,93,91,5,10,7,2
1763543599.11341,0.908,0.9313,0.8848,0.046,0.0344,0.0576,181,100,104,76,4,6,6,5
1763543605.14366,0.8465,0.8095,0.8835,0.0767,0.0952,0.0583,147,100,104,90,14,12,9,3
1763543611.1728015,0.9022,0.9119,0.8925,0.0489,0.0441,0.0538,166,116,92,84,7,6,6,4
1763543617.2390525,0.9052,0.922,0.8883,0.0474,0.039,0.0558,155,116,89,97,5,6,5,6
1763543623.1049974,0.9154,0.937,0.8937,0.0423,0.0315,0.0531,140,106,104,92,2,6,8,3
1763543629.0050664,0.9155,0.931,0.9,0.0422,0.0345,0.05,156,124,104,86,5,5,6,4
1763543634.8836741,0.8909,0.9231,0.8587,0.0546,0.0385,0.0707,166,134,97,74,6,6,8,5
1763543640.7836928,0.9389,0.941,0.9368,0.0305,0.0295,0.0316,179,117,80,104,3,6,4,2
1763543646.649566,0.9262,0.9137,0.9388,0.0369,0.0432,0.0306,152,114,96,94,7,5,3,3
1763543652.5280511,0.9147,0.9004,0.9289,0.0427,0.0498,0.0355,151,97,98,92,6,7,5,2
1763543658.5699708,0.9024,0.9,0.9048,0.0488,0.05,0.0476,148,118,89,91,7,7,6,3
1763543664.4347863,0.8879,0.871,0.9048,0.0561,0.0645,0.0476,148,113,99,121,6,12,7,4
1763543670.2848516,0.8793,0.9064,0.8522,0.0604,0.0468,0.0739,175,110,102,86,5,9,10,5
1763543676.1659267,0.9047,0.8885,0.9208,0.0477,0.0557,0.0396,180,108,97,97,8,9,5,3
1763543682.0244546,0.9277,0.9061,0.9492,0.0362,0.0469,0.0254,155,109,97,95,4,9,4,1
1763543687.8888478,0.8848,0.8819,0.8878,0.0576,0.059,0.0561,143,112,83,102,5,11,7,4
1763543693.7571144,0.8888,0.884,0.8936,0.0556,0.058,0.0532,162,114,99,79,8,9,6,4
1763543699.6100705,0.9304,0.9176,0.9431,0.0348,0.0412,0.0284,149,107,88,117,5,6,3,3
1763543705.4861462,0.9054,0.9257,0.8851,0.0473,0.0372,0.0575,155,130,72,92,5,6,7,3
1763543711.3469586,0.8958,0.9055,0.886,0.0521,0.0472,0.057,159,83,87,95,9,3,9,2
1763543717.2222528,0.916,0.9026,0.9293,0.042,0.0487,0.0354,144,110,95,96,6,7,7,0
1763543723.090812,0.9023,0.8993,0.9052,0.0489,0.0503,0.0474,171,112,119,82,5,10,7,3
1763543728.941764,0.888,0.8913,0.8846,0.056,0.0543,0.0577,146,115,93,103,5,10,8,4
1763543734.8038633,0.8952,0.8936,0.8967,0.0524,0.0532,0.0516,142,125,108,94,8,7,7,4
1763543740.6586251,0.8777,0.8847,0.8706,0.0612,0.0576,0.0647,166,112,88,100,9,8,8,5
1763543746.5670514,0.9033,0.8911,0.9155,0.0484,0.0545,0.0423,136,107,85,119,6,8,8,1
1763543752.4135356,0.9016,0.8861,0.9171,0.0492,0.0569,0.0415,145,120,93,92,9,7,4,4
1763543758.2671561,0.8969,0.8741,0.9196,0.0516,0.0629,0.0402,156,112,122,93,8,10,6,3
1763543764.1352096,0.8939,0.8973,0.8905,0.053,0.0514,0.0547,183,131,102,88,11,6,8,3
1763543770.0445893,0.8785,0.8819,0.875,0.0608,0.059,0.0625,151,104,100,80,7,9,5,7
1763543775.913812,0.9046,0.8904,0.9188,0.0477,0.0548,0.0406,158,118,101,88,9,7,4,4
1763543781.748576,0.9021,0.8921,0.9122,0.0489,0.054,0.0439,144,119,107,89,3,12,3,6
1763543787.6027708,0.8748,0.8786,0.871,0.0626,0.0607,0.0645,158,105,100,103,7,10,9,5
1763543793.528576,0.9167,0.8982,0.9352,0.0417,0.0509,0.0324,139,122,94,115,8,6,2,5
1763543799.4010437,0.8973,0.9033,0.8913,0.0513,0.0483,0.0543,153,103,75,99,6,7,4,6
1763543805.2487164,0.9109,0.9104,0.9113,0.0446,0.0448,0.0443,165,91,90,104,5,7,9,0
1763543811.1235027,0.9111,0.9355,0.8868,0.0444,0.0323,0.0566,172,128,97,103,5,5,8,4
1763543817.0010686,0.8859,0.9088,0.863,0.0571,0.0456,0.0685,157,115,95,109,6,7,9,6
1763543822.8500476,0.8824,0.8926,0.8721,0.0588,0.0537,0.064,172,110,81,80,9,7,8,3
1763543828.7036364,0.88,0.8869,0.8732,0.06,0.0565,0.0634,165,102,109,83,8,8,9,4
1763543834.554655,0.9012,0.9033,0.899,0.0494,0.0483,0.0505,144,112,106,82,7,6,4,6
1763543840.4130673,0.947,0.9273,0.9667,0.0265,0.0364,0.0167,146,119,87,90,4,6,1,2
1763543846.2823977,0.8933,0.8937,0.8929,0.0534,0.0532,0.0536,170,115,105,107,5,11,3,9
1763543852.2561615,0.9185,0.9559,0.8812,0.0407,0.0221,0.0594,137,129,98,92,2,4,7,5
1763543858.3104327,0.8949,0.9128,0.8771,0.0525,0.0436,0.0615,159,126,86,82,9,4,7,4
1763543864.3211098,0.9016,0.9203,0.883,0.0492,0.0398,0.0585,142,99,77,100,3,7,8,3
1763543870.36705,0.8793,0.8686,0.89,0.0603,0.0657,0.055,143,113,96,93,9,9,5,6
1763543876.3786485,0.8742,0.8769,0.8716,0.0629,0.0615,0.0642,135,109,92,112,8,8,8,6
1763543882.3546948,0.8825,0.9394,0.8256,0.0587,0.0303,0.0872,154,102,85,93,2,6,16,1
1763543888.2200406,0.896,0.9054,0.8866,0.052,0.0473,0.0567,163,119,83,100,4,10,7,4
1763543894.0670779,0.919,0.9225,0.9155,0.0405,0.0387,0.0423,165,108,106,98,7,4,6,3
1763543899.9018798,0.8834,0.9106,0.8563,0.0583,0.0447,0.0719,147,88,79,76,5,6,10,2
1763543905.7522798,0.9146,0.9562,0.873,0.0427,0.0219,0.0635,171,97,82,95,3,3,7,5
1763543911.6122699,0.9055,0.9281,0.8829,0.0472,0.0359,0.0585,175,120,96,97,6,5,5,7
1763543917.4873645,0.8874,0.88,0.8947,0.0563,0.06,0.0526,159,123,91,89,11,7,7,3
1763543923.3674548,0.8824,0.8643,0.9005,0.0588,0.0679,0.0498,157,104,106,85,6,13,5,5
1763543929.20768,0.8931,0.9158,0.8704,0.0535,0.0421,0.0648,152,121,102,100,7,5,9,5
1763543935.082382,0.8811,0.8643,0.898,0.0594,0.0679,0.051,153,108,95,91,8,11,4,6
1763543940.9602573,0.9107,0.8947,0.9267,0.0446,0.0526,0.0366,140,112,94,90,5,9,4,3
1763543946.8880556,0.8973,0.8832,0.9113,0.0514,0.0584,0.0443,153,105,102,92,7,9,5,4
1763543952.7375958,0.8577,0.9078,0.8077,0.0711,0.0461,0.0962,149,120,94,94,3,10,12,8
